h,fPlus,fMinus,deltaForward,dfForward,dfCentral
0.1,19.185577581994263,19.200277131998085,-0.00741633231790928,-0.0741633231790928,-0.07349775001911141
0.01,19.19225719409257,19.193727282522783,-0.0007367202196029154,-0.07367202196029154,-0.07350442151068393
0.001,19.192920290997357,19.19306730222445,-7.36233148153076e-05,-0.0736233148153076,-0.07350561354613205
0.0001,19.192986552510664,19.193001253653815,-7.361801507954624e-06,-0.07361801507954624,-0.07350571575415188
1e-05,19.192993178137357,19.192994648253155,-7.361748153300596e-07,-0.07361748153300596,-0.07350578989928636
1e-06,19.192993840694612,19.192993987707027,-7.361756004797826e-08,-0.07361756004797826,-0.07350620734314361
1e-07,19.19299390695102,19.192993921651862,-7.361151688201062e-09,-0.07361151688201062,-0.07350420716534245
1e-08,19.192993913576117,19.192993915046397,-7.360547726875666e-10,-0.07360547726875666,-0.07351399489152755
1e-09,19.19299391423889,19.19299391438498,-7.328182505261793e-11,-0.07328182505261793,-0.0730455695929777
1e-10,19.19299391430508,19.192993914319505,-7.0912165028858e-12,-0.070912165028858,-0.07212008767965017
1e-11,19.19299391431153,19.192993914312957,-6.430411758628907e-13,-0.06430411758628907,-0.07140954494389007
1e-12,19.19299391431223,19.192993914312247,5.684341886080802e-14,0.056843418860808015,-0.008881784197001252
1e-13,19.192993914312254,19.192993914312208,8.171241461241152e-14,0.8171241461241152,0.23092638912203256
1e-14,19.19299391431219,19.192993914312172,1.7763568394002505e-14,1.7763568394002505,0.8881784197001252
1e-15,19.192993914312172,19.192993914312172,0.0,0.0,0.0
1e-16,19.192993914312172,19.192993914312172,0.0,0.0,0.0
1e-17,19.192993914312172,19.192993914312172,0.0,0.0,0.0
1e-18,19.192993914312172,19.192993914312172,0.0,0.0,0.0
1e-19,19.192993914312172,19.192993914312172,0.0,0.0,0.0
1e-20,19.192993914312172,19.192993914312172,0.0,0.0,0.0
1e-21,19.192993914312172,19.192993914312172,0.0,0.0,0.0
1e-22,19.192993914312172,19.192993914312172,0.0,0.0,0.0
