Kp_h,Ki_h,Kp_th,Ki_th,Kd_th,Kp_V,Ki_V,M_h,SSe_h_abs,vmax,SSe_V_abs
0.04,0.01,2.0,0.599999,0.25,0.3,0.08,0.14587361156526588,0.0029564375674482335,20.886046206191196,0.0003365223173830145
0.04,0.01,2.0,0.5999990408163265,0.25,0.3,0.08,0.14587361214070496,0.0029564366287218036,20.886046210288306,0.0003365222828008996
0.04,0.01,2.0,0.599999081632653,0.25,0.3,0.08,0.14587361271622237,0.0029564356892990418,20.88604621438537,0.0003365222483964203
0.04,0.01,2.0,0.5999991224489796,0.25,0.3,0.08,0.1458736228458794,0.002956352753741953,20.88604621848247,0.0003365465097608933
0.04,0.01,2.0,0.5999991632653061,0.25,0.3,0.08,0.14587361386723327,0.0029564338112209043,20.8860462225796,0.0003365221793529827
0.04,0.01,2.0,0.5999992040816327,0.25,0.3,0.08,0.14587362399685908,0.0029563508755643397,20.886046226676722,0.00033654644082403706
0.04,0.01,2.0,0.5999992448979592,0.25,0.3,0.08,0.14587361501820628,0.002956431932915393,20.88604623077376,0.00033652211044454816
0.04,0.01,2.0,0.5999992857142857,0.25,0.3,0.08,0.14587362514779367,0.0029563489974577806,20.886046234870847,0.0003365463717699413
0.04,0.01,2.0,0.5999993265306123,0.25,0.3,0.08,0.1458736161692481,0.0029564300545672495,20.886046238968046,0.00033652204148637566
0.04,0.01,2.0,0.5999993673469387,0.25,0.3,0.08,0.1458736167447092,0.002956429115499759,20.88604624306509,0.0003365220069539987
0.04,0.01,2.0,0.5999994081632652,0.25,0.3,0.08,0.145873617320214,0.0029564281762617384,20.886046247162174,0.000336521972542414
0.04,0.01,2.0,0.5999994489795918,0.25,0.3,0.08,0.1458736274497945,0.002956345240889391,20.88604625125937,0.0003365462338358327
0.04,0.01,2.0,0.5999994897959183,0.25,0.3,0.08,0.14587361847121497,0.002956426298084125,20.886046255356423,0.00033652190351673994
0.04,0.01,2.0,0.5999995306122449,0.25,0.3,0.08,0.145873619046696,0.0029564253590166345,20.886046259453458,0.00033652186905896997
0.04,0.01,2.0,0.5999995714285714,0.25,0.3,0.08,0.14587361962217033,0.0029564244198212464,20.88604626355057,0.000336521834526593
0.04,0.01,2.0,0.599999612244898,0.25,0.3,0.08,0.14587362975172125,0.002956341484335212,20.886046267647707,0.000336546095915935
0.04,0.01,2.0,0.5999996530612245,0.25,0.3,0.08,0.14587362077318572,0.002956422541629422,20.8860462717448,0.00033652176553289337
0.04,0.01,2.0,0.599999693877551,0.25,0.3,0.08,0.1458736213486889,0.0029564216023061363,20.8860462758419,0.0003365217311248614
